Comment,DataSet/Point,Oxides,K2O,CaO,TiO2,MnO,FeO,Na2O,MgO,SiO2,Al2O3,Total,Anorthite,Weight Percent,K,Ca,Ti,Mn,Fe,Na,Mg,Si,Al,O,Total.1,Detection Limit,K.1,Ca.1,Ti.1,Mn.1,Fe.1,Na.1,Mg.1,Si.1,Al.1,O.1,Standard Deviation,K.2,Ca.2,Ti.2,Mn.2,Fe.2,Na.2,Mg.2,Si.2,Al.2,O.2,X,Y,Z,Beam X,Beam Y,Distance (µ),Mean Z,Point#,Date,CationSum
K8_plag1_rtoc,1 / 1 . ,,0.0519,14.4518,0.6491,0.0901,4.8727,2.3413,3.979,49.37,23.715,99.5209,77.3297734,,0.0431,10.3286,0.3892,0.0698,3.7876,1.7369,2.3995,23.0768,12.551,45.1385,99.5209,,368,670,150,251,201,654,117,779,445,,,0.0359,0.3118,0.0218,0.0233,0.0546,0.1419,0.0314,0.4387,0.2417,,11887,20509,260, , ,0.00,12.1142,1,12/7/21 16:55,
K8_plag1_rtoc,1 / 2 . ,,0.0031,16.8384,0.0297,0.0013,0.5769,1.7939,0.2178,46.6657,32.4782,98.6049,83.83746286,,0.0026,12.0343,0.0178,0.001,0.4484,1.3308,0.1314,21.8128,17.1888,45.6371,98.6049,,371,709,145,258,150,566,86,767,459,,,0.0308,0.341,0.0126,0.0215,0.0205,0.1212,0.0092,0.4273,0.2824,,11883.1,20505.9,259.9, , ,5.00,11.6296,2,12/7/21 17:02,
K8_plag1_rtoc,1 / 3 . ,,0.0016,17.5145,0.0318,-0.0104,0.6945,1.208,0.1859,44.5544,33.028,97.2082,88.90404441,,0.0013,12.5175,0.0191,-0.0081,0.5398,0.8961,0.1121,20.8259,17.4798,44.8246,97.2082,,401,713,147,271,147,534,86,764,476,,,0.0331,0.3485,0.0128,0.0222,0.0217,0.1016,0.009,0.4171,0.2853,,11879.1,20502.9,259.8, , ,10.00,11.5323,3,12/7/21 17:08,
K8_plag1_rtoc,1 / 4 . ,,-0.0036,17.8024,0.0204,-0.0028,0.4723,1.2954,0.1631,45.6028,33.7199,99.0699,88.36468672,,-0.003,12.7233,0.0123,-0.0022,0.3671,0.961,0.0984,21.3159,17.846,45.7511,99.0699,,402,672,148,262,148,532,86,758,486,,,0.0326,0.3512,0.0126,0.0217,0.0192,0.1044,0.0088,0.4222,0.2887,,11875.2,20499.8,259.7, , ,15.00,11.7235,4,12/7/21 17:14,
K8_plag1_rtoc,1 / 5 . ,,0.0208,17.8203,0.0134,-0.0199,0.4618,1.4068,0.1837,46.0039,33.6541,99.5449,87.50026721,,0.0173,12.736,0.008,-0.0154,0.3589,1.0436,0.1108,21.5035,17.8112,45.971,99.5449,,335,709,147,273,150,526,85,745,475,,,0.03,0.352,0.0125,0.0222,0.0192,0.1079,0.0089,0.4239,0.2882,,11871.2,20496.7,259.7, , ,20.00,11.7734,5,12/7/21 17:21,
K8_plag1_rtoc,1 / 6 . ,,0.008,17.6952,0.0257,0.0151,0.4594,1.3258,0.1775,45.4534,33.6079,98.7679,88.06070463,,0.0067,12.6466,0.0154,0.0117,0.3571,0.9836,0.107,21.2461,17.7867,45.607,98.7679,,380,726,147,250,147,555,86,790,471,,,0.0321,0.3508,0.0126,0.0212,0.019,0.1062,0.0089,0.4219,0.288,,11867.3,20493.6,259.6, , ,25.00,11.6861,6,12/7/21 17:27,
K8_plag1_rtoc,1 / 7 . ,,0.0161,18.0772,0.0085,-0.0073,0.4581,1.2897,0.1646,45.6476,33.8297,99.4843,88.56599112,,0.0134,12.9196,0.0051,-0.0056,0.3561,0.9568,0.0992,21.3369,17.9041,45.8986,99.4843,,338,684,148,261,148,503,85,800,471,,,0.0297,0.3545,0.0124,0.0215,0.019,0.1032,0.0087,0.4228,0.2891,,11863.4,20490.5,259.5, , ,30.00,11.7825,7,12/7/21 17:33,
K8_plag1_rtoc,1 / 8 . ,,0.0142,17.6494,0.0194,-0.0025,0.434,1.4131,0.19,45.9358,33.4696,99.1229,87.34518195,,0.0118,12.6139,0.0117,-0.0019,0.3374,1.0483,0.1146,21.4716,17.7135,45.8022,99.1229,,380,699,147,255,149,520,85,770,472,,,0.0328,0.3499,0.0125,0.0211,0.0188,0.1078,0.009,0.4239,0.2873,,11859.4,20487.5,259.4, , ,35.01,11.7168,8,12/7/21 17:39,
K8_plag1_rtoc,1 / 9 . ,,0.0013,17.9653,0.0282,0.0113,0.4324,1.3219,0.1836,45.6337,33.6696,99.2472,88.24964239,,0.0011,12.8397,0.0169,0.0087,0.3361,0.9807,0.1107,21.3304,17.8194,45.8036,99.2472,,411,681,146,250,147,549,85,771,478,,,0.0339,0.3532,0.0126,0.0211,0.0187,0.1059,0.0089,0.4224,0.2884,,11855.5,20484.4,259.3, , ,40.01,11.7497,9,12/7/21 17:46,
K8_plag1_rtoc,1 / 10 . ,,0.0157,18.0202,0.0258,-0.0109,0.4452,1.351,0.1783,45.9139,33.7038,99.643,88.05408908,,0.013,12.8789,0.0155,-0.0084,0.3461,1.0022,0.1075,21.4614,17.8375,45.9894,99.643,,369,683,144,262,144,536,86,756,474,,,0.0321,0.3538,0.0124,0.0215,0.0186,0.1064,0.0089,0.4235,0.2885,,11851.5,20481.3,259.2, , ,45.01,11.7953,10,12/7/21 17:52,
K8_plag1_rtoc,1 / 11 . ,,0.0057,17.6318,0.0022,0.0065,0.4357,1.4844,0.2018,45.6801,33.4338,98.882,86.77956449,,0.0048,12.6013,0.0013,0.005,0.3386,1.1012,0.1217,21.3521,17.6946,45.6613,98.882,,377,688,152,253,146,510,85,746,479,,,0.0316,0.3496,0.0126,0.0212,0.0186,0.1099,0.009,0.4224,0.2873,,11847.6,20478.2,259.1, , ,50.01,11.689,11,12/7/21 17:58,
K8_plag1_rtoc,1 / 12 . ,,0.0318,17.6214,0.0074,0.0246,0.4213,1.3847,0.1917,46.1894,33.5844,99.4566,87.55060027,,0.0264,12.5939,0.0044,0.019,0.3275,1.0273,0.1156,21.5901,17.7743,45.9781,99.4566,,397,660,150,245,148,549,86,794,474,,,0.036,0.3491,0.0126,0.0211,0.0186,0.1079,0.009,0.4254,0.2878,,11843.6,20475.2,259, , ,55.01,11.7531,12,12/7/21 18:04,
K8_plag1_rtoc,1 / 13 . ,,0.0083,17.8931,0.0275,0.001,0.4387,1.2321,0.1756,45.6173,33.8615,99.2551,88.92013468,,0.0069,12.7881,0.0165,0.0008,0.341,0.914,0.1059,21.3227,17.921,45.8382,99.2551,,389,731,144,250,143,555,85,746,466,,,0.0329,0.3531,0.0124,0.0208,0.0185,0.1031,0.0088,0.4221,0.2891,,11839.7,20472.1,259, , ,60.01,11.7466,13,12/7/21 18:11,
K8_plag1_rtoc,1 / 14 . ,,0.0021,18.1825,0.0113,-0.0002,0.4241,1.0241,0.1497,45.2658,34.0765,99.1359,90.75062484,,0.0017,12.9949,0.0068,-0.0001,0.3297,0.7597,0.0903,21.1585,18.0347,45.7598,99.1359,,387,688,149,264,148,506,85,761,464,,,0.032,0.3557,0.0126,0.0219,0.0186,0.0938,0.0086,0.4205,0.29,,11835.8,20469,258.9, , ,65.01,11.7484,14,12/7/21 18:17,
K8_plag1_rtoc,1 / 15 . ,,-0.0019,17.9868,0.0195,0.0067,0.412,1.1148,0.1602,45.1487,34.1188,98.9654,89.91555744,,-0.0016,12.8551,0.0117,0.0052,0.3202,0.827,0.0966,21.1037,18.0571,45.6905,98.9654,,381,712,147,254,147,491,85,769,467,,,0.031,0.3538,0.0126,0.0213,0.0184,0.0966,0.0087,0.4202,0.2903,,11831.8,20465.9,258.8, , ,70.01,11.7176,15,12/7/21 18:23,
K8_plag1_rtoc,1 / 16 . ,,0.0017,18.1843,0.024,-0.002,0.4191,1.066,0.1712,45.1526,34.3389,99.3558,90.40935154,,0.0014,12.9962,0.0144,-0.0016,0.3257,0.7908,0.1033,21.1055,18.1736,45.8464,99.3558,,377,728,146,256,148,533,85,779,486,,,0.0312,0.3562,0.0125,0.0212,0.0185,0.0964,0.0088,0.4203,0.2916,,11827.9,20462.9,258.7, , ,75.01,11.7714,16,12/7/21 18:30,
K8_plag1_rtoc,1 / 17 . ,,0.0216,17.6879,0.0273,0.0003,0.4233,1.3644,0.1823,46.1061,33.7388,99.552,87.75122578,,0.0179,12.6414,0.0164,0.0002,0.329,1.0122,0.11,21.5512,17.856,46.0177,99.552,,379,670,146,251,148,490,87,747,474,,,0.0336,0.35,0.0126,0.0208,0.0186,0.1053,0.009,0.4245,0.2886,,11823.9,20459.8,258.6, , ,80.01,11.7653,17,12/7/21 18:36,
K8_plag1_rtoc,1 / 18 . ,,0.0045,18.07,0.0181,-0.0059,0.4115,1.3317,0.18,45.8292,33.4739,99.313,88.23329785,,0.0038,12.9146,0.0109,-0.0045,0.3198,0.9879,0.1085,21.4218,17.7158,45.8345,99.313,,356,706,147,258,147,563,86,790,471,,,0.0297,0.3547,0.0125,0.0213,0.0184,0.1067,0.0089,0.4234,0.2873,,11820,20456.7,258.5, , ,85.01,11.7586,18,12/7/21 18:42,
K8_plag1_rtoc,1 / 19 . ,,0.0364,18.0975,0.0105,-0.0048,0.419,1.2399,0.1705,45.5734,33.8905,99.4329,88.96977056,,0.0302,12.9342,0.0063,-0.0037,0.3257,0.9198,0.1028,21.3022,17.9363,45.8791,99.4329,,346,687,149,260,150,540,85,778,468,,,0.0327,0.3548,0.0126,0.0215,0.0186,0.1028,0.0088,0.4222,0.2893,,11816.1,20453.6,258.4, , ,90.01,11.7756,19,12/7/21 18:48,
K8_plag1_rtoc,1 / 20 . ,,0.0089,17.7119,0.0198,0.0032,0.4108,1.2819,0.1699,46.1043,34.0499,99.7606,88.41988334,,0.0074,12.6586,0.0119,0.0025,0.3193,0.9509,0.1025,21.5504,18.0206,46.1365,99.7606,,350,674,147,253,145,499,86,778,447,,,0.0298,0.3503,0.0126,0.0211,0.0183,0.1027,0.0088,0.425,0.2897,,11812.1,20450.6,258.4, , ,95.01,11.7869,20,12/7/21 18:55,
K8_plag1_rtoc,1 / 21 . ,,-0.008,18.0325,0.0282,0.0031,0.4338,1.2307,0.1708,45.6349,34.0329,99.5589,89.00749122,,-0.0067,12.8877,0.0169,0.0024,0.3372,0.913,0.103,21.331,18.0117,45.9627,99.5589,,378,683,144,256,145,531,87,759,491,,,0.0301,0.354,0.0125,0.0213,0.0186,0.1021,0.0089,0.4224,0.2902,,11808.2,20447.5,258.3, , ,100.02,11.7859,21,12/7/21 19:01,
K8_plag1_rtoc,1 / 22 . ,,0.0181,17.8,0.0121,0.0172,0.4194,1.2804,0.1791,46.3109,33.6822,99.7194,88.4825275,,0.015,12.7216,0.0073,0.0133,0.326,0.9499,0.108,21.6469,17.8261,46.1054,99.7195,,348,698,152,234,147,518,86,767,455,,,0.0307,0.3517,0.0128,0.02,0.0185,0.1034,0.0089,0.4256,0.2881,,11804.2,20444.4,258.2, , ,105.02,11.7907,22,12/7/21 19:07,
K8_plag1_rtoc,1 / 23 . ,,-0.0043,17.8633,0.0219,0.0029,0.4066,1.2514,0.1798,46.1056,33.7436,99.5709,88.74944135,,-0.0036,12.7668,0.0132,0.0022,0.3161,0.9283,0.1084,21.551,17.8585,46.0299,99.5709,,382,693,147,255,147,518,86,773,474,,,0.0308,0.3523,0.0126,0.0213,0.0183,0.1024,0.0089,0.4247,0.2885,,11800.3,20441.3,258.1, , ,110.02,11.7746,23,12/7/21 19:13,
K8_plag1_rtoc,1 / 24 . ,,0.0095,18.1202,0.023,-0.0135,0.3953,1.2349,0.1757,45.9683,33.939,99.8525,89.02161912,,0.0079,12.9504,0.0138,-0.0104,0.3073,0.9161,0.1059,21.4868,17.9619,46.1127,99.8525,,389,660,145,258,150,523,86,779,465,,,0.033,0.3547,0.0124,0.0211,0.0184,0.102,0.0089,0.4241,0.2894,,11796.3,20438.2,258, , ,115.02,11.8176,24,12/7/21 19:20,
K8_plag1_rtoc,1 / 25 . ,,-0.0051,18.0755,0.0116,0.0075,0.4035,1.2328,0.1696,45.9222,34.1472,99.9647,89.01411191,,-0.0042,12.9185,0.0069,0.0058,0.3136,0.9146,0.1022,21.4652,18.0721,46.1699,99.9647,,387,712,147,251,148,526,85,810,471,,,0.0312,0.3549,0.0124,0.021,0.0183,0.102,0.0088,0.4244,0.2905,,11792.4,20435.2,257.9, , ,120.02,11.8284,25,12/7/21 19:26,
K8_plag1_rtoc,1 / 26 . ,,0.0209,18.2018,0.0282,0.0125,0.4056,1.1019,0.1553,45.6259,34.5639,100.1159,90.12684378,,0.0173,13.0087,0.0169,0.0097,0.3153,0.8174,0.0936,21.3268,18.2927,46.2175,100.1159,,331,675,143,246,146,501,85,741,503,,,0.0297,0.3557,0.0124,0.0208,0.0182,0.0965,0.0086,0.4222,0.2929,,11788.5,20432.1,257.8, , ,125.02,11.8555,26,12/7/21 19:32,
K8_plag1_rtoc,1 / 27 . ,,0.0169,18.1807,0.0182,0.0158,0.4147,0.9728,0.1473,46.1925,34.1668,100.1257,91.17225723,,0.014,12.9936,0.0109,0.0122,0.3224,0.7217,0.0888,21.5916,18.0825,46.2879,100.1257,,389,704,144,248,145,529,86,760,483,,,0.0338,0.356,0.0123,0.0211,0.0183,0.0928,0.0087,0.425,0.2906,,11784.5,20429,257.8, , ,130.02,11.8573,27,12/7/21 19:39,
K8_plag1_rtoc,1 / 28 . ,,0.0216,18.3864,0.0068,-0.0063,0.3988,1.0496,0.151,45.4993,34.0408,99.5481,90.63716379,,0.018,13.1407,0.0041,-0.0049,0.31,0.7786,0.0911,21.2676,18.0158,45.9272,99.5481,,308,697,150,258,146,549,85,787,471,,,0.0281,0.3581,0.0126,0.0213,0.0182,0.0964,0.0086,0.4219,0.2899,,11780.6,20425.9,257.7, , ,135.02,11.8021,28,12/7/21 19:45,
K8_plag1_rtoc,1 / 29 . ,,0.0069,18.3438,0.0145,0.0092,0.4082,1.0952,0.1532,45.5286,34.3121,99.8717,90.24958009,,0.0057,13.1102,0.0087,0.0071,0.3173,0.8125,0.0924,21.2813,18.1594,46.0771,99.8717,,376,722,147,243,148,478,85,756,476,,,0.0317,0.358,0.0125,0.0205,0.0184,0.0955,0.0086,0.4218,0.2914,,11776.6,20422.9,257.6, , ,140.02,11.8361,29,12/7/21 19:51,
K8_plag1_rtoc,1 / 30 . ,,-0.0135,18.1664,0.0261,-0.0113,0.3939,0.9961,0.1481,46.1812,34.7702,100.6572,90.9734322,,-0.0112,12.9834,0.0157,-0.0087,0.3062,0.739,0.0893,21.5863,18.4018,46.5555,100.6572,,403,725,147,269,147,535,85,760,468,,,0.0316,0.3561,0.0127,0.022,0.0182,0.0939,0.0086,0.4252,0.2933,,11772.7,20419.8,257.5, , ,145.02,11.9062,30,12/7/21 19:57,
K8_plag1_rtoc,1 / 31 . ,,0.0055,18.3403,0.0254,-0.0064,0.3979,1.071,0.1523,46.8872,35.0839,101.9571,90.44279281,,0.0046,13.1077,0.0152,-0.0049,0.3093,0.7945,0.0918,21.9163,18.5679,47.1547,101.9571,,391,698,143,260,146,564,85,776,479,,,0.0327,0.3576,0.0124,0.0214,0.0181,0.0977,0.0086,0.4288,0.295,,11768.8,20416.7,257.4, , ,150.02,12.0578,31,12/7/21 20:04,
K8_plag1_rtoc,1 / 32 . ,,-0.0111,18.0527,0.0136,-0.0001,0.3816,1.0584,0.1733,49.1067,34.8105,103.5856,90.40841215,,-0.0092,12.9022,0.0081,-0.0001,0.2966,0.7852,0.1045,22.9538,18.4232,48.1213,103.5856,,401,699,148,260,146,492,86,794,489,,,0.0316,0.3545,0.0125,0.0216,0.0179,0.0945,0.0089,0.4392,0.2935,,11764.8,20413.6,257.3, , ,155.02,12.2147,32,12/7/21 20:10,
K8_plag1_rtoc,1 / 33 . ,,0.0134,15.1251,0.0153,-0.0039,0.5483,1.2964,0.3301,8.3359,8.2194,33.8799,86.5725116,,0.0111,10.8098,0.0091,-0.003,0.4262,0.9617,0.199,3.8964,4.3501,13.2194,33.8799,,287,620,145,251,146,648,101,361,273,,,0.0252,0.3182,0.0123,0.0207,0.02,0.1133,0.0114,0.1696,0.1384,,11760.9,20410.6,257.2, , ,160.02,4.5744,33,12/7/21 20:16,
K8_plag1_rtoc,1 / 34 . ,,0.0078,18.6399,0.0232,-0.0076,0.4019,1.279,0.1646,43.7462,32.6899,96.9448,88.95487305,,0.0065,13.3218,0.0139,-0.0059,0.3124,0.9488,0.0992,20.4481,17.3009,44.499,96.9448,,380,724,147,254,146,524,86,746,467,,,0.032,0.3612,0.0126,0.0209,0.0182,0.1037,0.0088,0.4124,0.2836,,11756.9,20407.5,257.1, , ,165.02,11.5365,34,12/7/21 20:22,
K8_plag1_rtoc,1 / 35 . ,,0.0274,18.0848,0.0245,0.0111,0.3973,1.1533,0.1595,44.7588,33.4736,98.0904,89.65400471,,0.0227,12.9251,0.0147,0.0086,0.3088,0.8556,0.0962,20.9215,17.7156,45.2215,98.0904,,348,700,144,247,147,563,87,748,487,,,0.0318,0.3548,0.0124,0.0208,0.0182,0.1007,0.0088,0.4178,0.2875,,11753,20404.4,257.1, , ,170.03,11.6304,35,12/7/21 20:29,
K8_plag1_rtoc,1 / 36 . ,,0.0091,18.1049,0.025,0.0043,0.3852,1.094,0.1505,44.9139,33.9971,98.684,90.14335919,,0.0075,12.9395,0.015,0.0033,0.2995,0.8116,0.0908,20.9939,17.9927,45.5302,98.684,,403,710,148,264,149,525,86,776,479,,,0.0341,0.3552,0.0128,0.022,0.0182,0.0971,0.0087,0.4191,0.2899,,11749,20401.3,257, , ,175.03,11.6921,36,12/7/21 20:35,
K8_plag1_rtoc,1 / 37 . ,,0.0002,18.088,0.012,0.0115,0.3977,1.0635,0.1467,45.2398,33.8427,98.8021,90.38363879,,0.0002,12.9274,0.0072,0.0089,0.3091,0.7889,0.0885,21.1463,17.911,45.6146,98.8021,,368,754,148,249,147,539,86,735,483,,,0.0302,0.3556,0.0125,0.021,0.0182,0.0966,0.0086,0.4201,0.2891,,11745.1,20398.3,256.9, , ,180.03,11.7052,37,12/7/21 20:41,
K8_plag1_rtoc,1 / 38 . ,,0.0212,18.324,0.0162,0.0192,0.3862,1.0561,0.1544,45.1201,33.89,98.9876,90.5556059,,0.0176,13.0961,0.0097,0.0149,0.3002,0.7835,0.0931,21.0904,17.936,45.6461,98.9876,,348,731,147,244,147,556,86,778,495,,,0.0311,0.3579,0.0125,0.0209,0.0181,0.097,0.0087,0.4199,0.2895,,11741.2,20395.2,256.8, , ,185.03,11.7399,38,12/7/21 20:48,
K8_plag1_rtoc,1 / 39 . ,,-0.0028,17.86,0.026,0.0133,0.4097,1.0609,0.1624,45.0407,34.156,98.7261,90.29429055,,-0.0023,12.7644,0.0156,0.0103,0.3185,0.787,0.0979,21.0532,18.0768,45.6047,98.7261,,403,720,146,251,146,496,86,758,465,,,0.0328,0.3526,0.0126,0.0213,0.0183,0.0948,0.0087,0.4197,0.2905,,11737.2,20392.1,256.7, , ,190.03,11.6854,39,12/7/21 20:54,
K8_plag1_rtoc,1 / 40 . ,,0.0127,18.1936,0.0209,-0.0092,0.4014,1.0956,0.1629,45.1434,33.8241,98.8453,90.17375604,,0.0105,13.0028,0.0125,-0.0071,0.312,0.8128,0.0982,21.1012,17.9012,45.6012,98.8453,,384,713,148,266,147,514,85,772,463,,,0.0329,0.3562,0.0126,0.0219,0.0183,0.0968,0.0087,0.4201,0.2889,,11733.3,20389,256.6, , ,195.03,11.7153,40,12/7/21 21:00,
K8_plag1_rtoc,1 / 41 . ,,-0.0199,18.0467,0.0085,-0.005,0.4025,1.178,0.1587,45.553,33.6827,99.0053,89.43588106,,-0.0165,12.8979,0.0051,-0.0038,0.3128,0.8739,0.0957,21.2927,17.8263,45.7212,99.0053,,417,694,148,257,148,505,86,723,483,,,0.032,0.3543,0.0125,0.0212,0.0183,0.0994,0.0087,0.4214,0.2884,,11729.3,20386,256.5, , ,200.03,11.7216,41,12/7/21 21:06,
K8_plag1_rtoc,1 / 42 . ,,0.0059,17.711,0.0153,0.0001,0.4063,1.1634,0.1489,45.5077,33.9169,98.8754,89.37615677,,0.0049,12.658,0.0092,0.0001,0.3158,0.8631,0.0898,21.2715,17.9502,45.7129,98.8754,,406,683,148,261,147,522,86,739,467,,,0.034,0.3505,0.0126,0.0217,0.0183,0.0995,0.0087,0.4216,0.2893,,11717.3,20376.6,256.3, , ,215.27,11.691,42,12/7/21 21:13,
K8_plag1_rtoc,1 / 43 . ,,-0.006,17.9197,0.028,0.0023,0.3922,1.1445,0.1561,44.6566,34.1302,98.4237,89.63997528,,-0.0049,12.8071,0.0168,0.0017,0.3049,0.8491,0.0941,20.8737,18.0631,45.4181,98.4237,,383,719,146,254,150,474,86,742,473,,,0.0307,0.3532,0.0127,0.0212,0.0183,0.0971,0.0087,0.4176,0.2905,,11705.3,20367.2,256, , ,230.52,11.6526,43,12/7/21 21:19,
K8_plag1_rtoc,1 / 44 . ,,0.0166,18.1096,0.0189,0.0088,0.3984,1.2029,0.1581,45.2509,34.1634,99.3275,89.26998939,,0.0137,12.9428,0.0113,0.0068,0.3096,0.8924,0.0953,21.1515,18.0807,45.8232,99.3275,,329,671,147,252,149,537,85,730,462,,,0.0291,0.3547,0.0125,0.0212,0.0183,0.1014,0.0086,0.4202,0.2906,,11693.3,20357.8,255.7, , ,245.76,11.763,44,12/7/21 21:25,
K8_plag1_rtoc,1 / 45 . ,,0.0168,17.928,0.0068,0.0103,0.4209,1.1099,0.1706,45.3067,33.6198,98.5897,89.9258052,,0.0139,12.8131,0.0041,0.008,0.3272,0.8234,0.1029,21.1775,17.793,45.5267,98.5897,,365,674,148,253,147,541,85,762,473,,,0.0319,0.3527,0.0124,0.0214,0.0185,0.0983,0.0087,0.4207,0.2879,,11681.3,20348.4,255.5, , ,261.01,11.6762,45,12/7/21 21:31,
K8_plag1_rtoc,1 / 46 . ,,-0.0158,17.6683,0.0114,-0.0081,0.4087,1.2654,0.1771,46.349,33.497,99.3529,88.52686389,,-0.0131,12.6274,0.0068,-0.0063,0.3177,0.9387,0.1068,21.6647,17.728,45.9821,99.3529,,413,688,144,267,146,532,86,784,485,,,0.0322,0.3501,0.0122,0.022,0.0183,0.1033,0.0089,0.426,0.2874,,11669.3,20339.1,255.2, , ,276.25,11.7379,46,12/7/21 21:38,
K8_plag1_rtoc,1 / 47 . ,,0.0144,17.9497,0.0163,0.0154,0.4135,1.192,0.173,45.5078,33.6854,98.9674,89.27223018,,0.012,12.8285,0.0098,0.0119,0.3214,0.8843,0.1043,21.2715,17.8277,45.696,98.9674,,386,669,146,245,146,523,85,762,465,,,0.0333,0.3529,0.0125,0.0208,0.0184,0.1005,0.0088,0.4217,0.2882,,11657.2,20329.7,255, , ,291.50,11.7178,47,12/7/21 21:44,
K8_plag1_rtoc,1 / 48 . ,,0.0216,17.7623,0.0184,0.0087,0.4198,1.3442,0.1683,46.2815,33.9023,99.9272,87.95518491,,0.0179,12.6946,0.011,0.0068,0.3263,0.9972,0.1015,21.6332,17.9425,46.1961,99.9272,,359,667,146,243,147,547,86,725,480,,,0.032,0.3508,0.0125,0.0205,0.0185,0.1065,0.0088,0.4251,0.2895,,11645.2,20320.3,254.7, , ,306.74,11.81,48,12/7/21 21:50,
K8_plag1_rtoc,1 / 49 . ,,0.0117,17.4878,0.0055,-0.0003,0.4011,1.3261,0.1725,45.8827,33.7751,99.0624,87.93378974,,0.0097,12.4984,0.0033,-0.0002,0.3118,0.9838,0.104,21.4468,17.8752,45.8295,99.0624,,384,684,147,260,150,507,86,794,475,,,0.0328,0.348,0.0123,0.0216,0.0184,0.1045,0.0088,0.4242,0.2888,,11633.2,20310.9,254.4, , ,321.99,11.6967,49,12/7/21 21:56,
K8_plag1_rtoc,1 / 50 . ,,0.0263,17.9021,0.011,0.0164,0.3933,1.2281,0.1682,45.4673,33.4195,98.6321,88.95707216,,0.0218,12.7946,0.0066,0.0127,0.3057,0.9111,0.1014,21.2526,17.687,45.5387,98.6321,,365,714,148,243,149,521,86,739,486,,,0.033,0.353,0.0125,0.0207,0.0182,0.1017,0.0088,0.4211,0.2871,,11621.2,20301.5,254.2, , ,337.23,11.6773,50,12/7/21 22:03,
K8_plag1_rtoc,1 / 51 . ,,-0.0073,17.5556,0.0264,-0.009,0.4026,1.3039,0.1705,45.7034,33.5824,98.7284,88.15224688,,-0.006,12.5469,0.0158,-0.007,0.3129,0.9673,0.1028,21.363,17.7732,45.6595,98.7284,,400,730,143,257,147,564,86,783,463,,,0.032,0.3493,0.0124,0.0211,0.0183,0.1058,0.0088,0.423,0.2877,,11609.2,20292.2,253.9, , ,352.48,11.6642,51,12/7/21 22:09,
K8_plag1_rtoc,1 / 52 . ,,-0.0009,18.0126,0.0161,0.0137,0.4035,1.2985,0.1692,45.94,33.767,99.6196,88.4604542,,-0.0007,12.8735,0.0097,0.0106,0.3136,0.9633,0.102,21.4736,17.8709,46.0032,99.6196,,411,695,144,252,149,524,85,755,489,,,0.0337,0.3539,0.0123,0.0213,0.0184,0.1042,0.0087,0.4237,0.2889,,11597.2,20282.8,253.6, , ,367.73,11.7889,52,12/7/21 22:15,
K8_plag1_rtoc,1 / 53 . ,,0.013,18.1862,0.0183,0.0148,0.3953,1.2886,0.1766,45.4491,33.7631,99.305,88.63532532,,0.0108,12.9976,0.011,0.0114,0.3073,0.956,0.1065,21.2441,17.8688,45.7915,99.305,,373,685,150,255,148,500,84,749,475,,,0.0321,0.3557,0.0128,0.0216,0.0182,0.1031,0.0088,0.4212,0.2888,,11585.1,20273.4,253.4, , ,382.97,11.7651,53,12/7/21 22:22,
K8_plag1_rtoc,1 / 54 . ,,0.0067,17.9156,0.0086,0.0208,0.3967,1.0806,0.1534,45.7619,33.8377,99.182,90.15946045,,0.0056,12.8042,0.0052,0.0161,0.3083,0.8016,0.0925,21.3903,17.9083,45.8498,99.182,,364,668,147,244,148,552,85,745,470,,,0.0306,0.3526,0.0123,0.0209,0.0183,0.0977,0.0086,0.4228,0.2889,,11573.1,20264,253.1, , ,398.21,11.7372,54,12/7/21 22:28,
K8_plag1_rtoc,1 / 55 . ,,-0.0027,18.2555,0.0098,0.002,0.4097,1.0771,0.154,45.3661,34.0301,99.3015,90.35326907,,-0.0022,13.0471,0.0058,0.0016,0.3184,0.799,0.0929,21.2053,18.0102,45.8234,99.3015,,400,691,147,265,147,496,85,782,480,,,0.0325,0.3566,0.0124,0.0221,0.0183,0.0954,0.0086,0.4213,0.29,,11561.1,20254.7,252.8, , ,413.46,11.7685,55,12/7/21 22:34,
K8_plag1_rtoc,1 / 56 . ,,0.0044,17.71,0.0214,0.0049,0.3986,1.2753,0.1698,46.1318,33.7724,99.4887,88.4715379,,0.0037,12.6572,0.0128,0.0038,0.3098,0.946,0.1024,21.5632,17.8738,46.0158,99.4887,,394,693,145,254,148,556,86,771,471,,,0.0328,0.3506,0.0124,0.0213,0.0183,0.1045,0.0088,0.4249,0.2887,,11549.1,20245.3,252.6, , ,428.70,11.7565,56,12/7/21 22:40,
K8_plag1_rtoc,1 / 57 . ,,0.0433,17.9182,0.0164,0.0146,0.3766,1.2687,0.1607,45.5294,34.0369,99.3648,88.64255073,,0.036,12.806,0.0098,0.0113,0.2927,0.9412,0.0969,21.2816,18.0138,45.8755,99.3648,,332,716,147,250,152,486,86,761,451,,,0.0325,0.3532,0.0125,0.0212,0.0182,0.1019,0.0087,0.4219,0.2898,,11537.1,20235.9,252.3, , ,443.95,11.7556,57,12/7/21 22:47,
