Comment,DataSet/Point,Oxides,K2O,CaO,TiO2,MnO,FeO,Na2O,MgO,SiO2,Al2O3,Total,Anorthite,Weight Percent,K,Ca,Ti,Mn,Fe,Na,Mg,Si,Al,O,Total.1,Detection Limit,K.1,Ca.1,Ti.1,Mn.1,Fe.1,Na.1,Mg.1,Si.1,Al.1,O.1,Standard Deviation,K.2,Ca.2,Ti.2,Mn.2,Fe.2,Na.2,Mg.2,Si.2,Al.2,O.2,X,Y,Z,Beam X,Beam Y,Distance (µ),Mean Z,Point#,Date,CationSum
T8_plag2_rtoc,1 / 49 . ,,0.0018,14.0397,0.0329,0.0053,0.5735,1.5117,0.1161,36.7317,26.7055,79.7182,83.69309897,,0.0015,10.0341,0.0197,0.0041,0.4458,1.1215,0.07,17.1694,14.1337,36.7185,79.7182,,366,744,142,247,147,540,87,734,509,,,0.0302,0.3062,0.0124,0.0207,0.0202,0.1109,0.0084,0.3732,0.2518,,9935.2,684.5,262, , ,244.36,9.4387,49,18/7/2021 11:34:30 PM,
T8_plag2_rtoc,1 / 50 . ,,0.0391,14.1176,0.0304,0.0095,0.5877,1.4656,0.116,35.9528,26.8463,79.165,84.18518073,,0.0324,10.0898,0.0182,0.0074,0.4568,1.0873,0.07,16.8053,14.2082,36.3897,79.165,,359,753,142,253,148,613,86,753,481,,,0.0339,0.3072,0.0124,0.0213,0.0204,0.1121,0.0083,0.3695,0.2523,,9938.5,688.4,262, , ,249.46,9.3877,50,18/7/2021 11:40:46 PM,
T8_plag2_rtoc,1 / 51 . ,,0.0219,14.2073,0.0314,0.0088,0.5482,1.5109,0.1213,35.9532,26.6891,79.092,83.86157383,,0.0182,10.1539,0.0188,0.0068,0.4261,1.1208,0.0731,16.8055,14.125,36.3438,79.092,,341,707,143,248,150,534,86,750,502,,,0.0306,0.3075,0.0124,0.0208,0.0201,0.1106,0.0083,0.3693,0.2518,,9941.9,692.2,262, , ,254.55,9.3794,51,18/7/2021 11:47:02 PM,
T8_plag2_rtoc,1 / 52 . ,,0.0307,14.337,0.0206,0.0025,0.5776,1.484,0.105,36.0251,26.8324,79.4149,84.22434931,,0.0255,10.2466,0.0124,0.0019,0.449,1.1009,0.0633,16.8391,14.2009,36.4755,79.4149,,339,718,145,247,146,534,88,740,501,,,0.0314,0.3092,0.0124,0.0206,0.0202,0.1098,0.0084,0.3696,0.2525,,9945.2,696.1,262, , ,259.64,9.4244,52,18/7/2021 11:53:19 PM,
T8_plag2_rtoc,1 / 53 . ,,-0.0097,14.3405,0.0192,0.0222,0.5796,1.4936,0.102,36.945,27.0465,80.539,84.14174101,,-0.0081,10.2491,0.0115,0.0172,0.4506,1.108,0.0615,17.2691,14.3141,37.0659,80.539,,412,725,148,241,148,497,87,732,490,,,0.0329,0.3094,0.0126,0.0207,0.0203,0.1089,0.0083,0.3743,0.2534,,9948.6,699.9,262, , ,264.73,9.5453,53,18/7/2021 11:59:35 PM,
T8_plag2_rtoc,1 / 54 . ,,0.0039,14.3262,0.0194,-0.0058,0.5613,1.4392,0.1009,35.468,27.3468,79.2598,84.61757769,,0.0032,10.2388,0.0116,-0.0045,0.4363,1.0676,0.0608,16.5787,14.4731,36.3941,79.2598,,410,714,147,254,145,523,87,722,496,,,0.0341,0.309,0.0126,0.021,0.02,0.108,0.0083,0.3668,0.2552,,9951.9,703.7,262, , ,269.82,9.402,54,19/7/2021 12:05:52 AM,
T8_plag2_rtoc,1 / 55 . ,,0.0265,14.0504,0.0281,0.0127,0.5633,1.4068,0.1083,35.5285,26.7851,78.5096,84.66087983,,0.022,10.0418,0.0168,0.0099,0.4378,1.0436,0.0653,16.607,14.1758,36.0897,78.5096,,365,740,144,247,148,532,86,772,488,,,0.033,0.3062,0.0125,0.0209,0.0201,0.1073,0.0082,0.3676,0.2521,,9955.2,707.6,262, , ,274.91,9.3102,55,19/7/2021 12:12:08 AM,
T8_plag2_rtoc,1 / 56 . ,,0.0065,13.9949,0.024,0.002,0.5634,1.3359,0.0953,35.4758,27.0278,78.5256,85.27081939,,0.0054,10.0021,0.0144,0.0015,0.4379,0.9911,0.0575,16.5823,14.3043,36.1292,78.5256,,398,756,145,250,146,579,87,752,497,,,0.0334,0.3058,0.0125,0.0208,0.0201,0.1066,0.0082,0.3672,0.2534,,9958.6,711.4,262, , ,280.00,9.3062,56,19/7/2021 12:18:24 AM,
T8_plag2_rtoc,1 / 57 . ,,-0.013,14.1752,0.0314,0.023,0.5534,1.3876,0.1049,35.451,26.8737,78.5871,84.95188454,,-0.0108,10.1309,0.0188,0.0178,0.4302,1.0294,0.0633,16.5707,14.2227,36.1142,78.5871,,412,774,145,236,148,560,87,746,515,,,0.0324,0.3082,0.0126,0.0203,0.02,0.1076,0.0082,0.3668,0.2529,,9961.9,715.3,262, , ,285.09,9.3234,57,19/7/2021 12:24:37 AM,
T8_plag2_rtoc,1 / 58 . ,,0.0075,14.2787,0.0229,-0.0053,0.5651,1.5342,0.1042,35.9736,27.0444,79.5255,83.72181608,,0.0062,10.2049,0.0137,-0.0041,0.4393,1.1382,0.0628,16.815,14.313,36.5363,79.5255,,376,730,144,250,151,547,88,755,504,,,0.0317,0.3087,0.0124,0.0207,0.0203,0.1118,0.0083,0.3697,0.2537,,9965.2,719.1,262, , ,290.18,9.4288,58,19/7/2021 12:30:52 AM,
T8_plag2_rtoc,1 / 59 . ,,-0.0008,14.1686,0.0125,0.0125,0.5817,1.527,0.1074,36.3989,27.0666,79.8743,83.68038943,,-0.0007,10.1262,0.0075,0.0097,0.4522,1.1328,0.0647,17.0138,14.3248,36.7433,79.8743,,414,742,148,246,148,539,86,722,511,,,0.0339,0.3076,0.0125,0.0208,0.0203,0.1113,0.0082,0.3715,0.2539,,9968.6,723,262, , ,295.27,9.4627,59,19/7/2021 12:37:09 AM,
T8_plag2_rtoc,1 / 60 . ,,-0.0079,14.1997,0.0254,0.02,0.5582,1.4101,0.1071,36.8984,27.1262,80.3371,84.7674128,,-0.0066,10.1484,0.0152,0.0155,0.4339,1.0461,0.0646,17.2473,14.3563,37.0164,80.3371,,411,764,147,243,151,481,87,782,505,,,0.0329,0.3084,0.0127,0.0207,0.0203,0.1057,0.0083,0.3749,0.2539,,9971.9,726.8,262, , ,300.36,9.5135,60,19/7/2021 12:43:24 AM,
T8_plag2_rtoc,1 / 61 . ,,0.0183,13.8633,0.0429,0.0099,0.5877,1.4972,0.1033,35.7309,26.4978,78.3514,83.6520347,,0.0152,9.908,0.0257,0.0077,0.4568,1.1107,0.0623,16.7016,14.0237,36.0396,78.3514,,365,717,142,245,146,533,86,746,478,,,0.0321,0.3036,0.0126,0.0207,0.0203,0.1102,0.0082,0.3683,0.2505,,9975.3,730.6,262, , ,305.46,9.285,61,19/7/2021 12:49:41 AM,
T8_plag2_rtoc,1 / 62 . ,,0.0033,13.812,0.0308,0.0087,0.595,1.3304,0.1006,35.3397,26.0833,77.3037,85.1570485,,0.0027,9.8714,0.0185,0.0067,0.4625,0.9869,0.0607,16.5187,13.8044,35.5713,77.3037,,375,722,144,242,149,531,86,676,481,,,0.0311,0.3031,0.0125,0.0203,0.0205,0.1048,0.0082,0.3651,0.2482,,9978.6,734.5,262, , ,310.55,9.1695,62,19/7/2021 12:55:57 AM,
T8_plag2_rtoc,1 / 63 . ,,0.0264,14.076,0.0298,-0.0046,0.5714,1.4992,0.1164,37.0007,27.1283,80.4434,83.84111588,,0.0219,10.06,0.0178,-0.0036,0.4442,1.1122,0.0702,17.2951,14.3574,37.0682,80.4434,,363,730,142,250,146,578,87,750,509,,,0.0328,0.3064,0.0123,0.0207,0.0201,0.1118,0.0084,0.375,0.254,,9981.9,738.3,262, , ,315.64,9.5187,63,19/7/2021 1:02:14 AM,
T8_plag2_rtoc,1 / 64 . ,,0.0096,12.9909,0.0356,-0.0083,0.5558,1.413,0.0999,30.3794,22.233,67.7088,83.55450994,,0.008,9.2845,0.0214,-0.0065,0.432,1.0482,0.0602,14.2001,11.7667,30.8942,67.7088,,381,707,143,261,144,538,84,697,474,,,0.0324,0.2929,0.0125,0.0215,0.0199,0.108,0.008,0.3372,0.2278,,9985.3,742.2,262, , ,320.73,8.0856,64,19/7/2021 1:08:30 AM,
T8_plag2_rtoc,1 / 65 . ,,0.0253,12.6274,0.0196,-0.0015,0.5405,1.4021,0.091,32.8174,23.6441,71.1659,83.26898388,,0.021,9.0247,0.0118,-0.0012,0.4201,1.0402,0.0549,15.3397,12.5135,32.7413,71.1659,,308,722,142,239,146,492,83,698,467,,,0.0285,0.2888,0.0121,0.0198,0.0198,0.1058,0.0078,0.3514,0.2351,,9988.6,746,262, , ,325.82,8.4351,65,19/7/2021 1:14:46 AM,
T8_plag2_rtoc,1 / 66 . ,,0.0089,13.8058,0.0276,0.0141,0.558,1.3814,0.0931,34.3875,25.8785,76.1549,84.66942376,,0.0074,9.8669,0.0165,0.0109,0.4337,1.0248,0.0562,16.0736,13.696,34.9688,76.1549,,362,747,142,246,147,516,87,706,495,,,0.0307,0.3034,0.0123,0.0209,0.02,0.1059,0.0081,0.3604,0.2475,,9991.9,749.9,262, , ,330.91,9.0417,66,19/7/2021 1:21:02 AM,
T8_plag2_rtoc,1 / 67 . ,,0.0037,12.6042,0.0154,0.0088,0.5402,1.3673,0.092,33.6629,23.4842,71.7787,83.59100206,,0.0031,9.0082,0.0092,0.0068,0.4199,1.0143,0.0555,15.7349,12.4288,33.098,71.7787,,374,684,143,236,143,557,80,716,470,,,0.0311,0.2879,0.0121,0.0199,0.0196,0.1069,0.0077,0.356,0.2341,,9995.3,753.7,262, , ,336.00,8.4998,67,19/7/2021 1:27:17 AM,
T8_plag2_rtoc,1 / 68 . ,,0.0158,14.4101,0.0277,0.0175,0.5557,1.5994,0.1199,36.6084,27.2857,80.6402,83.2745955,,0.0131,10.2988,0.0166,0.0136,0.4319,1.1865,0.0723,17.1117,14.4407,37.0548,80.6402,,352,723,146,237,148,589,89,744,493,,,0.0308,0.3102,0.0126,0.0202,0.0201,0.1153,0.0086,0.3729,0.2548,,9998.6,757.6,262, , ,341.09,9.5581,68,19/7/2021 1:33:34 AM,
T8_plag2_rtoc,1 / 69 . ,,-0.0027,14.3178,0.0261,0.0113,0.5615,1.5057,0.1114,37.7652,27.7795,82.0758,84.01251513,,-0.0022,10.2328,0.0156,0.0088,0.4365,1.117,0.0672,17.6525,14.7021,37.8456,82.0758,,404,735,143,250,147,556,86,760,499,,,0.0329,0.3093,0.0123,0.0211,0.0201,0.1112,0.0083,0.3792,0.2572,,10002,761.4,262, , ,346.18,9.7065,69,19/7/2021 1:39:50 AM,
T8_plag2_rtoc,1 / 70 . ,,-0.0035,14.5836,0.0241,0.0039,0.5756,1.5746,0.1177,37.4285,27.6571,81.9616,83.65542557,,-0.0029,10.4228,0.0144,0.003,0.4474,1.1681,0.071,17.4951,14.6373,37.7053,81.9616,,429,746,147,250,144,554,88,690,508,,,0.0349,0.3126,0.0127,0.0209,0.0201,0.1133,0.0085,0.3764,0.2569,,10005.3,765.2,262, , ,351.27,9.7099,70,19/7/2021 1:46:05 AM,
T8_plag2_rtoc,1 / 71 . ,,0.0296,13.7266,0.0114,-0.0119,0.5742,1.4593,0.1123,38.6311,27.5964,82.1291,83.86601612,,0.0246,9.8103,0.0068,-0.0092,0.4463,1.0826,0.0677,18.0572,14.6052,38.0375,82.1291,,333,701,146,256,146,550,83,733,492,,,0.0309,0.3018,0.0124,0.0209,0.0202,0.1094,0.0081,0.3834,0.256,,10008.6,769.1,262, , ,356.37,9.6789,71,19/7/2021 1:52:21 AM,
T8_plag2_rtoc,1 / 72 . ,,0.0254,14.3287,0.0275,0.0061,0.5838,1.5339,0.1198,37.8905,27.7117,82.2274,83.77205811,,0.0211,10.2407,0.0165,0.0047,0.4538,1.1379,0.0723,17.711,14.6662,37.9032,82.2273,,348,720,145,249,145,568,86,731,484,,,0.0316,0.3092,0.0126,0.0209,0.0202,0.1125,0.0083,0.3794,0.2567,,10012,772.9,262, , ,361.46,9.7272,72,19/7/2021 1:58:38 AM,
T8_plag2_rtoc,1 / 73 . ,,0.0238,14.1165,0.0257,0.0074,0.5996,1.7811,0.1292,38.6024,27.2304,82.5158,81.41231247,,0.0197,10.089,0.0154,0.0058,0.4661,1.3213,0.0779,18.0438,14.4115,38.0656,82.5158,,393,722,144,239,146,544,86,760,470,,,0.0348,0.3067,0.0124,0.0201,0.0204,0.1191,0.0085,0.3833,0.2541,,10015.3,776.8,262, , ,366.55,9.7471,73,19/7/2021 2:04:55 AM,
T8_plag2_rtoc,1 / 74 . ,,0.0258,10.572,0.0286,-0.012,0.5615,0.9582,0.0714,24.4452,17.4781,54.1287,85.90984004,,0.0214,7.5557,0.0172,-0.0093,0.4365,0.7108,0.043,11.4263,9.2501,24.6769,54.1287,,319,648,133,250,141,512,74,607,413,,,0.0294,0.2614,0.0116,0.0204,0.0198,0.0913,0.007,0.3001,0.1994,,10018.7,780.6,262, , ,371.64,6.4899,74,19/7/2021 2:11:12 AM,
T8_plag2_rtoc,1 / 75 . ,,0.0165,14.0201,0.0301,-0.0079,0.5882,1.8589,0.1359,38.922,27.5849,83.1486,80.64991665,,0.0137,10.0201,0.018,-0.0061,0.4572,1.379,0.082,18.1932,14.5991,38.3925,83.1486,,365,767,143,260,149,578,86,711,485,,,0.0318,0.3064,0.0124,0.0214,0.0205,0.1224,0.0085,0.3845,0.2561,,10022,784.5,262, , ,376.73,9.8058,75,19/7/2021 2:17:30 AM,
T8_plag2_rtoc,1 / 76 . ,,0.0312,14.1459,0.0324,-0.0105,0.5741,1.7764,0.1359,38.7892,27.9236,83.3982,81.48367518,,0.0259,10.11,0.0194,-0.0081,0.4462,1.3178,0.0819,18.1311,14.7783,38.4956,83.3982,,366,734,144,259,145,526,85,746,494,,,0.0336,0.3073,0.0125,0.0212,0.0201,0.1184,0.0084,0.3844,0.258,,10025.3,788.3,262, , ,381.82,9.8392,76,19/7/2021 2:23:46 AM,
T8_plag2_rtoc,1 / 77 . ,,0.0071,14.5715,0.0397,0.0213,0.5681,1.4906,0.1119,38.5221,27.9522,83.2845,84.38032324,,0.0059,10.4142,0.0238,0.0165,0.4416,1.1058,0.0675,18.0062,14.7935,38.4095,83.2845,,397,748,142,245,145,527,87,711,488,,,0.0334,0.3125,0.0125,0.021,0.02,0.1097,0.0083,0.3823,0.2579,,10028.7,792.2,262, , ,386.91,9.8547,77,19/7/2021 2:30:03 AM,
T8_plag2_rtoc,1 / 78 . ,,0.0246,13.9143,0.2373,0.0325,2.2393,1.3761,0.9918,38.5114,26.0883,83.4155,84.82032227,,0.0204,9.9444,0.1423,0.0251,1.7407,1.0208,0.5981,18.0013,13.807,38.1154,83.4155,,390,757,149,259,169,524,96,710,505,,,0.0347,0.3045,0.016,0.0224,0.0359,0.1069,0.0152,0.3821,0.2502,,10032,796,262, , ,392.00,10.0313,78,19/7/2021 2:36:18 AM,
T8_plag3_rtoc,2 / 1 . ,,0.0037,17.3451,0.0455,0.0099,0.6301,1.7749,0.139,46.572,32.9183,99.4385,84.37606723,,0.0031,12.3964,0.0273,0.0077,0.4898,1.3167,0.0838,21.769,17.4217,45.923,99.4385,,392,646,144,247,153,572,86,747,450,,,0.0326,0.3454,0.0128,0.0208,0.0213,0.1208,0.0085,0.426,0.2842,,12393,670,262, , ,0.00,11.7564,79,19/7/2021 2:42:35 AM,
T8_plag3_rtoc,2 / 2 . ,,0.0424,16.7776,0.0412,0.0072,0.6518,2.0847,0.1546,46.8361,32.595,99.1906,81.6428282,,0.0352,11.9909,0.0247,0.0056,0.5066,1.5465,0.0932,21.8924,17.2507,45.8448,99.1906,,356,681,144,249,147,595,87,761,478,,,0.0341,0.3394,0.0127,0.0209,0.0212,0.1303,0.0088,0.4276,0.2831,,12390.2,674.1,262, , ,5.00,11.6998,80,19/7/2021 2:49:03 AM,
T8_plag3_rtoc,2 / 3 . ,,0.0222,16.3694,0.045,0.0078,0.6458,2.0771,0.1642,47.5025,32.4121,99.2462,81.32632509,,0.0184,11.6991,0.027,0.0061,0.502,1.5409,0.099,22.2039,17.1539,45.9959,99.2462,,378,676,144,252,148,568,85,797,456,,,0.0335,0.3348,0.0128,0.0212,0.0212,0.1292,0.0087,0.4312,0.2818,,12387.3,678.2,262, , ,10.00,11.6809,81,19/7/2021 2:55:19 AM,
T8_plag3_rtoc,2 / 4 . ,,0.021,16.4426,0.0325,0.0188,0.6234,2.1872,0.1777,47.7091,32.704,99.9162,80.59908842,,0.0175,11.7514,0.0195,0.0146,0.4845,1.6226,0.1072,22.3005,17.3083,46.2902,99.9162,,397,637,145,239,152,574,85,754,460,,,0.0349,0.3351,0.0126,0.0205,0.0211,0.1323,0.0088,0.4318,0.2834,,12384.5,682.4,262, , ,15.00,11.7542,82,19/7/2021 3:01:34 AM,
T8_plag3_rtoc,2 / 5 . ,,0.0349,15.9858,0.0354,0.013,0.6207,2.3614,0.1787,47.7425,32.4039,99.3763,78.90752257,,0.029,11.425,0.0212,0.01,0.4825,1.7518,0.1078,22.3161,17.1495,46.0834,99.3763,,392,682,144,252,150,584,85,774,474,,,0.036,0.3305,0.0126,0.0213,0.021,0.1372,0.0088,0.4323,0.2821,,12381.7,686.5,262, , ,20.00,11.6691,83,19/7/2021 3:07:51 AM,
T8_plag3_rtoc,2 / 6 . ,,0.0462,15.9429,0.028,0.0041,0.613,2.4285,0.1869,48.1728,31.6578,99.0801,78.39192354,,0.0384,11.3943,0.0168,0.0032,0.4765,1.8016,0.1127,22.5172,16.7546,45.9649,99.0801,,368,630,148,248,150,582,86,786,462,,,0.0353,0.3293,0.0128,0.0207,0.021,0.139,0.009,0.4341,0.2782,,12378.9,690.6,262, , ,25.00,11.6339,84,19/7/2021 3:14:08 AM,
T8_plag3_rtoc,2 / 7 . ,,0.0269,15.806,0.031,0.005,0.6147,2.5698,0.19,48.1253,31.8163,99.185,77.26745918,,0.0224,11.2964,0.0186,0.0039,0.4778,1.9064,0.1146,22.4951,16.8386,46.0114,99.185,,347,691,147,261,151,594,85,790,481,,,0.0317,0.3286,0.0128,0.0218,0.021,0.1429,0.0089,0.4342,0.2794,,12376,694.7,262, , ,30.00,11.6355,85,19/7/2021 3:20:24 AM,
T8_plag3_rtoc,2 / 8 . ,,0.0291,15.8873,0.0389,0.0103,0.6093,2.3314,0.19,48.814,31.8153,99.7256,79.0172423,,0.0242,11.3546,0.0233,0.008,0.4736,1.7295,0.1146,22.817,16.838,46.3429,99.7256,,362,666,146,251,151,589,84,730,475,,,0.0331,0.3292,0.0128,0.0211,0.0209,0.1366,0.0089,0.4365,0.279,,12373.2,698.9,262, , ,35.00,11.7005,86,19/7/2021 3:26:40 AM,
T8_plag3_rtoc,2 / 9 . ,,0.0226,16.4175,0.0356,-0.0097,0.6148,2.1398,0.1774,47.3424,32.1562,98.8967,80.91581663,,0.0188,11.7335,0.0214,-0.0075,0.4779,1.5874,0.107,22.1291,17.0184,45.8108,98.8967,,348,639,147,259,149,623,85,746,463,,,0.0313,0.3348,0.0129,0.0213,0.0209,0.1326,0.0088,0.4297,0.2807,,12370.4,703,262, , ,40.00,11.6401,87,19/7/2021 3:32:57 AM,
T8_plag3_rtoc,2 / 10 . ,,0.0283,16.6207,0.0326,0.0034,0.6,1.7218,0.1596,46.2371,32.7874,98.1908,84.21340028,,0.0235,11.8787,0.0195,0.0026,0.4664,1.2773,0.0962,21.6125,17.3525,45.4616,98.1908,,380,693,147,251,151,622,85,788,480,,,0.0344,0.3379,0.0127,0.0209,0.0208,0.1208,0.0087,0.4252,0.2838,,12367.5,707.1,262, , ,45.00,11.577,88,19/7/2021 3:39:13 AM,
T8_plag3_rtoc,2 / 11 . ,,0.0252,16.9436,0.0276,0.0138,0.5997,1.8555,0.1608,46.342,32.9218,98.89,83.46088537,,0.0209,12.1095,0.0165,0.0107,0.4661,1.3765,0.097,21.6615,17.4236,45.7077,98.89,,354,689,146,243,150,578,84,768,472,,,0.032,0.3414,0.0126,0.0206,0.0208,0.1232,0.0086,0.4254,0.2845,,12364.7,711.2,262, , ,50.00,11.6707,89,19/7/2021 3:45:28 AM,
T8_plag3_rtoc,2 / 12 . ,,0.0246,17.2047,0.0383,-0.0032,0.587,1.8213,0.1496,47.21,32.8285,99.8606,83.92348548,,0.0204,12.2961,0.0229,-0.0025,0.4563,1.3511,0.0902,22.0672,17.3742,46.1847,99.8606,,403,678,146,269,149,541,85,783,490,,,0.0357,0.3442,0.0128,0.0223,0.0206,0.1211,0.0086,0.4294,0.2842,,12361.9,715.3,262, , ,55.00,11.7884,90,19/7/2021 3:51:43 AM,
T8_plag3_rtoc,2 / 13 . ,,0.0152,17.0975,0.0203,-0.0055,0.5994,1.7792,0.1465,46.2987,32.9342,98.8855,84.15334687,,0.0127,12.2195,0.0122,-0.0043,0.4659,1.3199,0.0883,21.6412,17.4302,45.6999,98.8855,,341,669,148,262,151,541,86,775,468,,,0.0298,0.3429,0.0127,0.0216,0.0208,0.1198,0.0086,0.4252,0.2845,,12359.1,719.5,262, , ,60.00,11.6765,91,19/7/2021 3:58:01 AM,
T8_plag3_rtoc,2 / 14 . ,,0.0295,16.9126,0.0409,0.012,0.5918,1.803,0.1506,46.491,32.6625,98.6939,83.82847689,,0.0245,12.0874,0.0245,0.0093,0.46,1.3375,0.0908,21.7311,17.2864,45.6423,98.6939,,383,710,145,245,147,577,85,762,475,,,0.0347,0.3414,0.0128,0.0207,0.0205,0.1217,0.0086,0.4259,0.2832,,12356.2,723.6,262, , ,65.00,11.6484,92,19/7/2021 4:04:18 AM,
T8_plag3_rtoc,2 / 15 . ,,0.0244,17.2332,0.0226,-0.0123,0.5571,1.5985,0.1318,46.0261,33.1374,98.7187,85.62745294,,0.0203,12.3165,0.0136,-0.0095,0.433,1.1858,0.0795,21.5138,17.5377,45.6281,98.7187,,412,674,148,268,150,548,86,809,466,,,0.0365,0.3445,0.0127,0.0219,0.0203,0.1146,0.0084,0.4244,0.2854,,12353.4,727.7,262, , ,70.00,11.6624,93,19/7/2021 4:10:32 AM,
T8_plag3_rtoc,2 / 16 . ,,0.0255,16.9301,0.0296,0,0.5695,1.6474,0.1379,45.996,33.3078,98.6439,85.02812649,,0.0212,12.0999,0.0177,0,0.4427,1.2222,0.0831,21.4997,17.6279,45.6294,98.6439,,342,688,145,253,150,558,85,760,469,,,0.0312,0.3413,0.0126,0.0211,0.0204,0.1164,0.0084,0.4238,0.2863,,12350.6,731.8,262, , ,75.00,11.6394,94,19/7/2021 4:16:48 AM,
T8_plag3_rtoc,2 / 17 . ,,0.0003,17.2419,0.0311,-0.0026,0.5688,1.5632,0.1427,46.2626,33.0618,98.8698,85.90620474,,0.0003,12.3227,0.0186,-0.002,0.4421,1.1597,0.086,21.6244,17.4977,45.7203,98.8698,,404,667,146,260,151,588,84,797,474,,,0.0332,0.3445,0.0126,0.0215,0.0205,0.1149,0.0085,0.4253,0.2851,,12347.7,736,262, , ,80.00,11.6808,95,19/7/2021 4:23:04 AM,
T8_plag3_rtoc,2 / 18 . ,,0.0078,17.1068,0.0319,-0.0029,0.5707,1.8336,0.1541,46.0485,33.3332,99.0836,83.75497335,,0.0065,12.2261,0.0191,-0.0022,0.4436,1.3603,0.0929,21.5243,17.6413,45.7717,99.0836,,406,675,147,264,152,507,83,819,492,,,0.0342,0.3431,0.0127,0.0219,0.0205,0.1204,0.0085,0.4248,0.2868,,12344.9,740.1,262, , ,85.00,11.6947,96,19/7/2021 4:29:21 AM,
T8_plag3_rtoc,2 / 19 . ,,0.0162,17.0752,0.0307,0.0189,0.5579,1.5969,0.1404,46.2731,33.1446,98.8539,85.52612783,,0.0135,12.2035,0.0184,0.0146,0.4337,1.1847,0.0846,21.6293,17.5415,45.7301,98.8539,,377,724,146,245,150,563,85,752,467,,,0.0328,0.3434,0.0127,0.0209,0.0203,0.115,0.0085,0.4248,0.2854,,12342.1,744.2,262, , ,90.00,11.6711,97,19/7/2021 4:35:37 AM,
T8_plag3_rtoc,2 / 20 . ,,0.0137,17.1855,0.0324,0.0011,0.5575,1.5222,0.1445,46.3331,33.0284,98.8185,86.18597752,,0.0114,12.2824,0.0195,0.0008,0.4334,1.1293,0.0871,21.6573,17.48,45.7173,98.8184,,394,702,146,257,151,572,85,755,479,,,0.0338,0.3444,0.0127,0.0214,0.0203,0.113,0.0085,0.425,0.2849,,12339.3,748.3,262, , ,95.00,11.6723,98,19/7/2021 4:41:52 AM,
T8_plag3_rtoc,2 / 21 . ,,0.0299,16.9416,0.0314,-0.0037,0.5801,1.6594,0.1463,46.3227,33.009,98.7167,84.9441836,,0.0248,12.108,0.0188,-0.0029,0.4509,1.231,0.0882,21.6525,17.4698,45.6755,98.7167,,344,696,148,260,146,565,85,755,471,,,0.0318,0.3416,0.0128,0.0215,0.0204,0.117,0.0085,0.4251,0.2848,,12336.4,752.5,262, , ,100.00,11.6494,99,19/7/2021 4:48:09 AM,
T8_plag3_rtoc,2 / 22 . ,,0.0284,17.1316,0.0309,0.002,0.5906,1.6724,0.1431,46.3565,33.113,99.0686,84.98696331,,0.0236,12.2439,0.0185,0.0016,0.4591,1.2407,0.0863,21.6683,17.5248,45.8019,99.0686,,392,672,144,264,148,565,85,777,462,,,0.0353,0.3433,0.0125,0.022,0.0206,0.1174,0.0085,0.4255,0.2852,,12333.6,756.6,262, , ,105.00,11.6999,100,19/7/2021 4:54:26 AM,
T8_plag3_rtoc,2 / 23 . ,,-0.0024,17.0767,0.0359,-0.0206,0.5837,1.7972,0.1498,47.1618,33.1882,99.9703,84.00229718,,-0.002,12.2046,0.0215,-0.016,0.4537,1.3333,0.0903,22.0447,17.5646,46.2755,99.9703,,444,729,147,269,146,583,85,723,467,,,0.0363,0.3435,0.0129,0.0218,0.0204,0.1217,0.0086,0.4288,0.2857,,12330.8,760.7,262, , ,110.00,11.7885,101,19/7/2021 5:00:42 AM,
T8_plag3_rtoc,2 / 24 . ,,-0.0075,16.87,0.0336,0.0083,0.5767,1.7461,0.154,46.8034,33.2391,99.4237,84.22500971,,-0.0062,12.0569,0.0201,0.0064,0.4483,1.2954,0.0928,21.8772,17.5915,46.0413,99.4237,,393,705,146,252,150,533,84,751,454,,,0.0314,0.3409,0.0127,0.0211,0.0205,0.1185,0.0085,0.4275,0.2858,,12327.9,764.8,262, , ,115.00,11.7194,102,19/7/2021 5:06:57 AM,
T8_plag3_rtoc,2 / 25 . ,,0.0186,17.1233,0.0295,0.0096,0.5729,1.7127,0.1502,46.7243,32.9968,99.3379,84.67432605,,0.0154,12.2379,0.0177,0.0074,0.4453,1.2706,0.0906,21.8402,17.4633,45.9495,99.3379,,397,655,146,253,151,556,85,760,476,,,0.0346,0.343,0.0127,0.0213,0.0205,0.1183,0.0086,0.427,0.2848,,12325.1,768.9,262, , ,120.00,11.7265,103,19/7/2021 5:13:13 AM,
T8_plag3_rtoc,2 / 26 . ,,0.0256,17.0131,0.0396,0.0028,0.5787,1.6897,0.1436,46.3258,33.1459,98.9649,84.76576543,,0.0213,12.1592,0.0238,0.0021,0.4498,1.2535,0.0866,21.6539,17.5422,45.7725,98.9649,,374,690,144,250,148,566,85,759,482,,,0.0336,0.3422,0.0126,0.0208,0.0204,0.1179,0.0085,0.4252,0.2856,,12322.3,773.1,262, , ,125.00,11.6807,104,19/7/2021 5:19:29 AM,
T8_plag3_rtoc,2 / 27 . ,,0.0275,17.085,0.0284,-0.0053,0.56,1.7434,0.1479,46.6381,33.1483,99.3732,84.41291337,,0.0228,12.2106,0.017,-0.0041,0.4353,1.2934,0.0892,21.7999,17.5435,45.9658,99.3732,,365,694,148,263,148,549,85,767,468,,,0.0331,0.3431,0.0128,0.0217,0.0202,0.119,0.0085,0.4268,0.2855,,12319.5,777.2,262, , ,130.00,11.7252,105,19/7/2021 5:25:45 AM,
